date,id,content,like_count,retweet_count,reply_count,quote_count
2020-03-08 11:52:00+00:00,1236620681795842048,Quick and easy way to understand what’s happening. Why we should worry now to avoid a catastrophe later. https://t.co/9ZKiGjKsgc,0,1,0,0
2020-03-10 10:30:04+00:00,1237324837904842752,Merci Luca pour ce super résumé! https://t.co/W7c3LFXceZ,1,0,0,0
2020-03-12 11:27:43+00:00,1238064123189112832,Short and brilliant post about why our governments are not acting https://t.co/fxKX2EkZzO,2,0,0,0
2020-03-14 11:48:53+00:00,1238794222905499649,"1/ The covid situation has been emotionally hard on me for the past two weeks. Initially it was the fear of seeing the world collapse and people die. For the past few days however, it’s been the collective response of our “enlightened” countries that has put me in despair.",0,0,1,0
2020-03-14 12:45:20+00:00,1238808431945015296,"Si on veut sauver des vies, seule la méthode asiatique est fiable. Mais il semble que sauver des vies n’est qu’un paramètre parmi  d’autres en France. 
https://t.co/Tj4oDhWV4r",0,0,0,0
2020-03-15 17:51:11+00:00,1239247788052971521,Tu sais que c’est pas une situation comme les autres quand le rond point des postes de Lille est tout tranquille un dimanche soir.,2,0,0,0
2020-03-16 17:14:01+00:00,1239600821769289728,"If French government announces lockdown of whole country tonight, it means they are capable of learning from their mistakes and those of other countries. If they only lock down Paris, it means they are incapable of such learning. What do you think it will be?",0,0,0,0
2020-03-16 17:39:23+00:00,1239607206863163393,"mdr! Malheureusement je crois que si il avait tenté d'imposer un blocage plus tôt, avant que les gens n'aient pris conscience de la gravité, ce serait devenu ingérable. Par contre on peut clairement lui reprocher de ne pas avoir fait accélérer cette prise de conscience. https://t.co/GKxgaJdCi2",0,0,0,0
2020-03-17 08:10:56+00:00,1239826539447046144,Relieved that the uk is waking up. https://t.co/BmyLPoYxr8,0,0,0,0
2020-03-19 09:53:29+00:00,1240577123066265603,Our European countries lockdowns are a mediocre response. We shoud focus on testing 10.000 a day including asymptomatic. That way we can lock down only those who have it and keep 99% of people free. Much more manageable for the months (years?) to come. South Korea style!,0,0,0,0
2020-03-19 10:04:42+00:00,1240579946755633152,"Les Italiens ne voient pas de progrès suffisants après 10 jours de confinement; les gens commencent à braver l’interdiction de sortir (10.000 verbal. / jour contre 2.000 au début). Seule une solution à la coréenne marchera sur le long terme, car elle laisse 99% vivre normalement.",0,0,0,0
2020-03-19 10:12:22+00:00,1240581876429082624,"J’espère que le @gouvernementFR réalise qu’on en a pour des mois voire des années. La solution du 100% lockdown détruira l’économie inutilement. Il faut tester 10x plus de gens, dès qu’il y a suspicion, pour permettre aux autres de continuer leur activité. Copiez la Corée du Sud!",1,0,0,0
2020-03-22 13:50:10+00:00,1241723847499448327,juste un t-shirt à la place d’un masque c’est déjà diviser le risque par 2. https://t.co/4NZRsAiHcZ,1,0,0,0
2020-03-23 14:54:36+00:00,1242102452465385481,"«Contre le Covid-19, il faut massifier les tests!»: l’appel de trois spécialistes https://t.co/fJAZiuQ3Bx",0,0,0,0
2020-03-23 15:07:19+00:00,1242105650991292416,This guy should be in charge of EVERYTHING. https://t.co/oTPEzl5Z9W,0,0,0,0
2020-03-25 13:01:28+00:00,1242798757609078784,Thank you James 🙏 https://t.co/uWkPDMpozd,0,0,0,0
2020-03-26 22:10:46+00:00,1243299382935633920,#NeverForget https://t.co/bV95MQLvfl,0,0,0,0
2020-03-28 11:03:51+00:00,1243856323864903681,I didn't know that's how it worked. Amazing. https://t.co/miU82C9TQ6,0,0,0,0
2020-03-28 11:16:38+00:00,1243859536982802432,"Macron affirme qu'on a de meilleurs résultats que l'Italie. Je peux comprendre qu'il se soit trompé au début, pas qu'il se foute de nous ajd. La France suit exactement la trajectoire du nb de morts de l'Italie, ne vous laissez pas berner par le nb de cas (car on teste moins). https://t.co/vOyhDuKHzY",1,0,0,0
2020-03-28 15:47:40+00:00,1243927745488400384,"Reviewers of the new MacBook Air say that the keyboard is more reliable because Apple reverted to an old design. What they don't say it that Apple made a few changes to this old design, so we don't actually know about reliability for this one. Use caution.",0,0,0,0
2020-03-30 16:00:08+00:00,1244655661499154435,Bon travail d’investigation de nextinpact. On peut légitimement penser que le nombre de morts en France est nettement sous-estimé. Comme en Italie d’ailleurs. https://t.co/eZMNoFv1q0,0,0,0,0
2020-04-01 07:52:51+00:00,1245257806263042048,Merci pour cet article France Inter. https://t.co/jJ8JXOdvWN,0,0,0,0
2020-04-02 13:48:23+00:00,1245709665440354305,I want one! https://t.co/RpWyhy7w3C,0,0,0,0
2020-04-03 19:36:41+00:00,1246159708119085057,Peter Thiel: You Are Not a Lottery Ticket | Interactive 2013 | SXSW https://t.co/7p2ltdms0S via @YouTube,0,0,0,0
2020-04-05 15:47:28+00:00,1246826800455520269,YOLO https://t.co/pfZ5PIiyeA,1,0,0,0
2020-04-08 17:15:26+00:00,1247936100804497409,"probablement deux fois plus de morts qu'annoncés officiellement. (donc plutôt 20,000 que 10,000, déjà...)
https://t.co/P2MH4pu2rs",0,0,0,0
2020-04-22 08:44:58+00:00,1252881066848694277,😂 https://t.co/YItxoqdMUd,0,0,0,0
2020-04-22 15:17:12+00:00,1252979776593240064,ID Software: Let Mick Gordon mix the FULL Doom Eternal OST release and/or return for future Doom games - Signez la pétition ! https://t.co/liFdytfk7i via @ChangeFrance,0,0,0,0
2020-04-25 14:59:20+00:00,1254062445271924736,"So simple, so clear, so competent. https://t.co/ZokGjbE8W6",1,0,0,0
2020-04-25 15:15:13+00:00,1254066442271698944,"Apparently, some people take notion very seriously. Brilliant! https://t.co/lzFmXgiYjF via @YouTube",0,0,0,0
2020-04-30 18:04:50+00:00,1255921065219538950,Give us your feedback! Looking for honest feedback on Logology https://t.co/JeDOwo9VGN via @IndieHackers,0,0,0,0
2020-05-09 08:00:05+00:00,1259030365710270464,Restaurants are so 2019 😅 https://t.co/KP6pLQQdi1,0,0,0,0
2020-05-13 09:46:57+00:00,1260506812903829506,The software economy is bigger than you think! (13 times bigger...) https://t.co/57CzSM6KKv,1,0,0,0
2020-05-24 12:17:30+00:00,1264530966703415296,"Je te tiens, tu me tiens, par le Roi Barbiche https://t.co/IW3fX06R5D via @libe",1,0,0,0
2020-05-26 09:06:41+00:00,1265207720514379776,Steve Jobs on the importance of #skininthegame @nntaleb  https://t.co/q6elJhiwXS,1,0,0,0
2020-06-02 00:31:17+00:00,1267614730836938773,I don’t think there’s anything better than a contrarian viewpoint in a time like this. Thank you 🙏 https://t.co/ufydT6kAhZ,0,0,0,0
2020-06-03 13:05:08+00:00,1268166831690391568,Nasty. https://t.co/OVtp0w814q,0,0,0,0
2020-06-09 05:04:19+00:00,1270220156321632257,Applies to marketing as well. https://t.co/9fzeCElMEA,0,0,0,0
2020-06-14 12:48:35+00:00,1272148930881564672,"Mandatory mask wearing for everyone + cancel events with thousands of people. Don't need anything else. Too simple for our ""elites"". https://t.co/ABSqjU5mzh",0,0,0,0
2020-06-16 15:04:37+00:00,1272907942195585025,Lettre ouverte à un jeune Français prénommé Youssef https://t.co/2pH6kFMKR0,0,0,0,0
2020-07-01 14:45:26+00:00,1278338930480463872,Convention citoyenne pour le climat ou réaction bourgeoise en bonne et due forme ? - Le courrier des stratèges https://t.co/QcpjPyPhhz,0,0,0,0
2020-07-29 05:02:48+00:00,1288339169312493568,A lot of people miss the value of taking risk when building their startup. For example: “why use your own money instead of investor’s?” or “why not do it part time and keep your day job?”. Here’s why. https://t.co/QeqBmMNvEu,0,0,1,0
2020-08-08 20:21:50+00:00,1292194329272909824,Apple: Save the Pear from Apple! End Apple's Aggressive Opposition of Small Businesses with Fruit Logos - Signez la pétition ! https://t.co/3MWFGRJDye via @ChangeFrance,1,0,0,0
2020-09-29 11:24:31+00:00,1310903276406280192,"When you know what to ignore, you are naturally left with what you want to pursue. However if you focus on what to pursue, you are still bothered by things that you should have ignored. https://t.co/A3EIhPIArM",0,1,0,0
2020-10-01 12:27:33+00:00,1311643918048595968,It sounds unfair when you say it like this. It’s just nature really. Gravity doesn’t care if your planet has been working out lately. The black hole will suck it in all the same. https://t.co/ugd8XY4INp,1,0,2,0
2020-10-01 12:29:01+00:00,1311644287441031168,New York Times discovers fire is hot. https://t.co/S1cZUh9xMI,0,0,0,0
2020-10-02 14:58:16+00:00,1312044232098697224,"Always enlivening to defend our vision for @logologydesign against people telling me it's not the way things work. I take solace knowing I'm in good company (Snapchat, AirBnb, etc.)",1,0,0,0
2020-10-04 08:02:21+00:00,1312664339812364288,My producthunt launch strategy. https://t.co/r5yHt8SXlC,0,0,0,0
2020-10-04 11:09:01+00:00,1312711314997993472,Back to coding after a couple of weeks focused on strategy and product. Had to go through an hour of struggle with my deployment CLI before I could actually start. Feels exactly like a warmup before a workout 💪!,5,0,0,0
2020-10-04 15:53:24+00:00,1312782883665444865,Insightful breakdown of how to launch on ProductHunt. Especially interesting bits about building an initial audience to ensure success. https://t.co/eBjsMkp7Cm,1,0,0,0
2020-10-06 09:58:01+00:00,1313418225208766466,Steve Jobs passed away 9 years ago. One of my favorite things from him was how he envisioned the recruiting process. Words to live by. https://t.co/FZO1PgRZhr,2,0,0,0
2020-10-06 13:09:03+00:00,1313466298408599553,Very interesting look into the impact of credit payment solutions on conversion rates. https://t.co/JfyGjmRuMu,2,0,0,0
2020-10-07 17:30:51+00:00,1313894572599189507,"It’s cool to be inspired by startups that blow up and grow super fast, but don’t let it get to your head.

If making millions is still out of reach for you, base profitability and freedom from employment likely isn’t.

You’re almost there.",2,1,0,0
2020-10-08 18:19:08+00:00,1314269110071627779,"Last week somebody completely trashed my app in a IH comment. Had to remind myself that the number of haters doesn’t matter, only the number of true fans count (and I’ve got a few!) https://t.co/cKHktTogoL",3,0,2,0
2020-10-08 19:14:56+00:00,1314283154056900609,"We’ve had around 20 people tell us that they think @logologydesign is stupid / they hate it. And probably around 50 who told us they love how refreshing and original it is.
The weird part? They almost ALL talk about the same thing 😂",0,0,0,0
2020-10-16 10:14:44+00:00,1317046310197972992,"Took a while to build this, let's see how people love it 😀 https://t.co/Lq9TD8QUoj",2,0,0,0
2020-10-21 10:42:49+00:00,1318865317586718722,Short essay (3 min read) on motivation for indie hackers and founders. How do you find motivation? https://t.co/t5UONORNo6,2,0,0,0
2020-10-27 16:11:07+00:00,1321122261848543233,Another great work by @LucieBaratte https://t.co/4H6jwc0xT6,3,0,1,0
2020-10-28 19:11:43+00:00,1321530099905273857,"Meanwhile during COVID, I'm trying to make @logologydesign into a revolutionary product. https://t.co/MopO6CPTPH",1,0,0,0
2020-12-06 11:19:50+00:00,1335544473045110785,"Just got on the waitlist for Pheedback. If you want to get feedback on your projects for free, you should be on here too! 

Sign up for early access at: https://t.co/WTPk1L5CuH

(cc: @pheedbackco)",0,0,0,0
2020-12-15 10:49:42+00:00,1338798381028831232,"Great trick, doing it now. https://t.co/peZSYmxekc",0,0,0,0
2020-12-15 14:57:20+00:00,1338860702044286977,"Feels great when people appreciate our hard work. Should I mention that we didn't ditch the designer, she's actually at the heart of everything we do @LucieBaratte 😀 https://t.co/sbwKb3Pqja",5,0,0,0
2020-12-16 20:49:02+00:00,1339311597039345665,Everything is in there. Nothing unnecessary. https://t.co/ip450m91pr,2,0,0,0
2020-12-16 22:29:36+00:00,1339336906576982020,"It’s increasingly difficult to organize my thoughts on @logologydesign, as I have too many ideas in different areas all the time. Notes are too limited, Notion is slow and messy... So I’m gonna give Roam a try. Was convinced by this article https://t.co/kWkP3nkiIY",1,0,0,0
2020-12-18 09:09:09+00:00,1339860240960000000,"When companies talk about “giving employees autonomy”, it reminds me of how parents talk about their kids. They might give you some freedom, but they’re still in charge of everything. You’ll never have true freedom as long as somebody else is in charge.",3,0,0,0
2020-12-31 14:36:09+00:00,1344653576933695488,Keep your eyes open for new ad channels opportunities! https://t.co/DnrxIspu6X,0,0,0,0
2020-12-31 16:56:46+00:00,1344688962812710913,"Of course you can have a meaningless logo and be successful, you just need enough funds to bombard people with ads until they remember it :-). For everything else, there is @logologydesign https://t.co/ZseRXngH5P",3,0,1,0
2021-01-06 18:46:59+00:00,1346891025957138433,Very promising idea for remote work https://t.co/UqGanuHUQ6,2,0,0,0
2021-01-07 13:41:29+00:00,1347176534575099906,"Pricing is very random, at least at first. https://t.co/31XChskrdv",2,0,0,0
2021-01-08 09:30:16+00:00,1347475702149378055,"ahah thanks for the inspiration, now I know what to call indiehackers I don't like 😂 https://t.co/ZELr6A2BFu",0,0,0,0
2021-01-08 11:59:40+00:00,1347513296686092289,Nice way to find product names by @sxsio https://t.co/iQhiz8iPSH,3,0,1,0
2021-01-12 21:54:46+00:00,1349112613389660161,Looking forward to Logology year 2! https://t.co/PVzwOtnSz8,1,0,0,0
2021-01-12 22:00:02+00:00,1349113936558362630,"Life goal: make @logologydesign so successful that people do feature requests on twitter, unprompted. https://t.co/qux1WlQEVw",1,0,0,0
2021-01-13 08:34:08+00:00,1349273511353856000,😂 FACTS https://t.co/jCd5DO6P3v,1,0,0,0
2021-01-13 13:07:18+00:00,1349342258890477568,My dirty secret to achieve this? Pretend like sales and marketing don’t matter. https://t.co/H4IUBEKY6o,1,0,0,0
2021-01-13 15:23:29+00:00,1349376528140873731,Add one more: use this freaking illustration style. https://t.co/5uucvnFw13 https://t.co/6ZdQbqbvxm,0,0,1,0
2021-01-14 15:35:14+00:00,1349741875469705219,Simple but best advice I’ve seen lately. https://t.co/kvOoySeLuo,2,0,0,0
2021-01-23 10:38:21+00:00,1352928652414095361,Very insightful thread 👏 https://t.co/k3tJ15cQeE,1,0,0,0
2021-01-24 10:04:35+00:00,1353282541344739328,"Yep. @LucieBaratte had been designing custom logos for clients years, and became amazing at it. So we built @logologydesign, to make her unique skills into an automated system. https://t.co/OeYwz5jvZR",0,0,0,0
2021-01-24 10:06:47+00:00,1353283094942511107,"Me 3 years ago: “We should be able to reach profitability within 18 months!”... 3 years later, still figuring it out 😅 https://t.co/FKhNjApbgo",0,0,0,0
2021-01-27 14:31:36+00:00,1354436903559434242,"We've been on a roll lately, adding ~20 logos a week. Not even had time to announce them all 😅 https://t.co/ses2TLkQpd",4,1,0,0
2021-01-27 14:51:17+00:00,1354441854515879936,"I expected a boring success story, but it's more of a ""how I stumbled upon the path"" story. Much more interesting! https://t.co/pvM4GJ17Xw",0,0,0,0
2021-01-28 10:20:17+00:00,1354736046731358210,Gonna try to rank for « logo real estate » soon. Nailing intention is key. https://t.co/iue7Lc72WH,2,0,0,0
2021-02-05 08:39:44+00:00,1357609841934671872,"Being an entrepreneur sucks. I can feel it more and more with constant anxiety, chaos, griping fear of losing it all...
But being anything else sucks even more: not being a master of my own destiny, building the dream of somebody else, having to obey and submit... https://t.co/vVNYLmWX75",1,0,0,0
2021-02-05 09:02:26+00:00,1357615555499466752,"There was a bug in my twitter app, and the feed stopped showing more tweets as I scrolled down. There was an end to the scrolling. For a moment I felt free and relieved.",3,0,0,0
2021-02-10 07:56:15+00:00,1359410841368543233,"The first tweet of a thread is like a tiny landing page, trying to make you click. 

I hate having my timeline filled with those, as it breaks the flow of information. Feels like ads.

Twitter needs a better UX so people get thread engagement without resorting to sales pitches.",2,0,0,0
2021-02-10 14:13:24+00:00,1359505754483548163,Once again amazing work by @LucieBaratte https://t.co/f00KMPsgyb,2,0,0,0
2021-02-12 13:16:24+00:00,1360216185149788163,"If you had found a cool logo but didn’t have the budget, now’s your chance to win it! https://t.co/et9ORajc9U",1,0,0,0
2021-02-16 09:56:10+00:00,1361615347032485891,"Super interesting content, worth checking out. https://t.co/lU2SYJ5PJZ",1,1,1,0
2021-02-19 14:06:25+00:00,1362765486468059141,Trying something new with logology. Free logo makeover of a fellow @IndieHackers  every week! Beautiful work by @LucieBaratte. https://t.co/8fmQFcj55R,3,0,0,0
2021-02-24 12:55:00+00:00,1364559451756367876,"1/ It feels pretty scary sharing the following, since I’m used to showing only the successful parts of my journey. But I feel like this could help others in the same situation.

Over the past 3 months, it’s become way harder to make progress on @logologydesign.

Thread 👇",2,1,1,1
2021-02-25 17:19:41+00:00,1364988450676629506,"Again, fantastic work by @LucieBaratte, best logo designer I know. Able to turn two sentences form an entrepreneur into a meaningful design proposal. https://t.co/IV0PJjjUVx",3,1,0,0
2021-02-27 16:17:39+00:00,1365697615380312066,"Since starting logology, we went from « shit we’ve made a zero to one product! » to « oh it’s just a better version of X» 2 or 3 times already. Still waiting for the final call 🤔🧐😁",2,0,0,0
2021-03-02 14:20:06+00:00,1366755194663534601,"Very interesting distinction. We use IndieHackers as a great learning and support group, but it's not who we're going to sell to in the end. https://t.co/dCSeE1O2M8",2,0,1,0
2021-03-05 14:34:47+00:00,1367846054226460676,"New makeover by @LucieBaratte, a list burger 🍔? Way to make an app look playful! https://t.co/YuePJRt0DC",3,0,0,0
2021-03-05 18:16:01+00:00,1367901729430380544,Just what I needed. Amazing inspirations listed here. https://t.co/TptckdIlFc,0,0,0,0
2021-03-10 10:05:39+00:00,1369590266567532546,Je me connecte à @OVHcloud_FR pour checker mes services. Le code d’authentification lui même annonce la couleur 😅 #ovh incendie https://t.co/Gr4RfaRj0s,2,0,1,0
2021-03-22 16:30:21+00:00,1374035731530801159,Working on my conversion funnel like https://t.co/Nki4dwgFYJ,3,0,1,0
2021-03-24 16:53:07+00:00,1374766239122358272,"Have a pretty deep authentication issue on my app.

My dev instinct: go to the root of the problem and rebuild everything to perfection (takes days)
My founder instinct: find a nice UX trick to solve 80% of the problem in 1 hour and move on

Which one?",0,0,1,0
2021-03-29 17:58:43+00:00,1376594686685671425,Love the last one :) https://t.co/ZnkwdEBAnz,3,0,0,0
2021-06-01 08:43:03+00:00,1399647668490670080,"So great to see @anilkilic on indiehackers top stories. You deserve it mate, that new tool is super promising. https://t.co/VC6bOTaF48",3,0,1,0
2021-06-01 10:49:16+00:00,1399679434127458311,Neat and useful tool for managing the colors of your app. https://t.co/jzJ0ZVMlqp,0,0,0,0
2021-06-03 07:59:48+00:00,1400361562393743366,Really neat app by my friend @AnotherTimJones to bring some fun to your slack workplace 🎊🎉 https://t.co/OJ2a9zF49t,2,0,1,0
2021-06-08 10:38:45+00:00,1402213500534022153,"Imagine launching on product hunt today, preparing for weeks and... the internet is down.",2,0,1,0
2021-06-08 13:34:23+00:00,1402257704085823491,"Just learned about https://t.co/ABg9grA1jm, the design is beautiful!",1,0,1,0
2021-06-08 17:03:30+00:00,1402310328034250753,"We keep getting traffic to https://t.co/QMJQuwVcPD because people love the design of our landing page.

I just posted on https://t.co/nRsERmAQqR about the new homepage and it's getting out of control 🤯 https://t.co/IadGukqrw8",6,0,0,0
2021-06-09 12:19:21+00:00,1402601209039630342,"The hardest part of being a founder for me is that I need to focus on marketing over building.

I wanted to create my dream job, where I could do what I love everyday (code and ux) without a boss telling me what to do.

Turns out it doesn’t work if I only do that.",7,1,0,0
2021-06-09 14:35:04+00:00,1402635362703396866,"I’m starting to think the number one skill to have as a founder is the ability to switch context quickly.

Today, I can’t get myself to focus on code because I’m still high from the marketing I did yesterday.

I lose a ton of productivity like this. Need to improve.",2,0,1,0
2021-06-10 11:34:52+00:00,1402952400466550791,"Thanks to all the support I got for @logologydesign over the last couple of days, I feel way more energy to keep pushing  and finally make it profitable.

The indie journey has ups and downs, but the organic support from other makers is a super power.

Let's goooooo!",14,1,3,0
